Exchange,Symbol,Shortname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,Weight
NYQ,MKC,"McCormick & Company, Incorporat",Consumer Defensive,Packaged Foods,80.03,21484691456,1232899968,-0.01,0.000409848
NYQ,HUBB,Hubbell Inc,Industrials,Electrical Equipment & Parts,399.92,21468065792,1226800000,0.063,0.000409531
NYQ,RF,Regions Financial Corporation,Financial Services,Banks - Regional,23.42,21432227840,,0.156,0.000408848
NMS,CINF,Cincinnati Financial Corporatio,Financial Services,Insurance - Property & Casualty,137.03,21409566720,2848999936,-0.023,0.000408415
NYQ,LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,158.51,21353515008,1900999936,0.077,0.000407346
NMS,COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,105.73,21056763904,1023000000,0.078,0.000401685
NMS,STX,Seagate Technology Holdings PLC,Technology,Computer Hardware,99.55,20924913664,692000000,0.178,0.00039917
NYQ,ARE,Alexandria Real Estate Equities,Real Estate,REIT - Office,119.57,20915902464,1835033984,0.074,0.000398998
NYQ,WAT,Waters Corporation,Healthcare,Diagnostics & Research,346.35,20559994880,995238016,-0.043,0.000392209
NYQ,MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,349.79,20497694720,1700999936,0.175,0.00039102
NYQ,ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,130.74,20295161856,1991972992,0.059,0.000387157
NYQ,CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,67.86,20271749120,2635000064,0.033,0.00038671
NYQ,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,174,20262995968,2561639936,-0.016,0.000386543
NYQ,TDY,Teledyne Technologies Incorpora,Technology,Scientific & Technical Instruments,432.8,20248201216,1342000000,-0.036,0.000386261
NYQ,ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,301.79,20062003200,1102124032,0.055,0.000382709
NYQ,GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,143.26,19958695936,2132557952,0.008,0.000380738
NYQ,EQT,EQT Corporation,Energy,Oil & Gas E&P,33.51,19905910784,2742466048,0.016,0.000379731
NYQ,SYF,Synchrony Financial,Financial Services,Credit Services,50.26,19864109056,,0.058,0.000378934
NYQ,OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,100.43,19649028096,2491500032,0.068,0.000374831
NYQ,CLX,Clorox Company (The),Consumer Defensive,Household & Personal Products,158.31,19608592384,1146000000,-0.057,0.000374059
NYQ,MAA,Mid-America Apartment Communiti,Real Estate,REIT - Residential,162.37,19479527424,1251019008,0.021,0.000371597
NYQ,BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,63.81,19370481664,2064999936,-0.035,0.000369517
NYQ,BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,37.94,19356151808,2867000064,0.028,0.000369244
NYQ,LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,229.89,19302322176,1655800064,0.062,0.000368217
NYQ,CFG,"Citizens Financial Group, Inc.",Financial Services,Banks - Regional,43.05,19299313664,,-0.071,0.000368159
NMS,WBD,"Warner Bros. Discovery, Inc. - ",Communication Services,Entertainment,7.84,19222974464,7409999872,-0.062,0.000366703
NMS,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,81.24,18869776384,1242700032,0.027,0.000359965
NMS,PFG,Principal Financial Group Inc,Financial Services,Asset Management,81.42,18855569408,1853799936,0.212,0.000359694
NYQ,PKG,Packaging Corporation of Americ,Consumer Cyclical,Packaging & Containers,209.54,18819164160,1547000064,0.063,0.000359
NYQ,J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,150.88,18746537984,1476304000,0.011,0.000357615
NYQ,DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,158.15,18735081472,1763600000,0.068,0.000357396
NMS,STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,119.51,18440753152,3013628928,-0.088,0.000351781
NMS,NTRS,Northern Trust Corporation,Financial Services,Asset Management,91.21,18391402496,,0.527,0.00035084
NMS,FOX,Fox Corporation,Communication Services,Entertainment,38.43,18349402112,2847000064,0.02,0.000350039
NMS,FOXA,Fox Corporation,Communication Services,Entertainment,41.37,18344656896,2847000064,0.02,0.000349948
NYQ,DG,Dollar General Corporation,Consumer Defensive,Discount Stores,82.97,18246348800,3025478912,0.042,0.000348073
NMS,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,84.49,18160617472,2645400064,0.042,0.000346437
NMS,EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,139.09,18106597376,1776000000,0.06,0.000345407
NYQ,CTRA,Coterra Energy Inc.,Energy,Oil & Gas E&P,24.33,17986535424,3487000064,0.07,0.000343116
NYQ,L,Loews Corporation,Financial Services,Insurance - Property & Casualty,81.94,17986404352,2979000064,0.085,0.000343114
NMS,VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,183.9,17948639232,1076000000,0.041,0.000342394
NYQ,AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,221.85,17863163904,1394599936,0.069,0.000340763
NYQ,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,32.55,17847328768,1302008960,-0.03,0.000340461
NMS,ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,345.38,17814839296,654000000,0.002,0.000339841
NYQ,CNP,"CenterPoint Energy, Inc (Holdin",Utilities,Utilities - Regulated Electric,27.3,17791983616,3215000064,0.016,0.000339405
NMS,ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,237.22,17719646208,823372992,0.026,0.000338025
NMS,JBHT,"J.B. Hunt Transport Services, I",Industrials,Integrated Freight & Logistics,173.2,17664147456,1594898048,-0.065,0.000336967
NYQ,NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,85.01,17544364032,3696999936,0.049,0.000334681
NMS,SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,109.59,17503275008,1136199936,-0.155,0.000333898
NYQ,DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,156.97,17473429504,1791000064,0.025,0.000333328
NYQ,EXPD,Expeditors International of Was,Industrials,Integrated Freight & Logistics,123.41,17416607744,921294976,0.089,0.000332244
